,1.000,0.947,0.895,0.842,0.789,0.737,0.684,0.632,0.579,0.526,0.474,0.421,0.368,0.316,0.263,0.211,0.158,0.105,sum
0.947,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007
0.895,0.003,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014
0.842,0.002,0.006,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024
0.789,0.001,0.003,0.009,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039
0.737,0.001,0.002,0.005,0.015,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059
0.684,0.0,0.001,0.003,0.009,0.022,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086
0.632,0.0,0.001,0.002,0.006,0.014,0.032,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123
0.579,0.0,0.0,0.001,0.004,0.009,0.021,0.045,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171
0.526,0.0,0.0,0.001,0.002,0.006,0.014,0.03,0.061,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231
0.474,0.0,0.0,0.001,0.002,0.004,0.01,0.021,0.042,0.08,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304
0.421,0.0,0.0,0.0,0.001,0.003,0.007,0.014,0.029,0.055,0.101,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.389
0.368,0.0,0.0,0.0,0.001,0.002,0.005,0.01,0.02,0.038,0.069,0.123,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.485
0.316,0.0,0.0,0.0,0.001,0.001,0.003,0.007,0.013,0.026,0.047,0.083,0.146,0.261,0.0,0.0,0.0,0.0,0.0,0.587
0.263,0.0,0.0,0.0,0.0,0.001,0.002,0.004,0.009,0.016,0.03,0.053,0.094,0.168,0.314,0.0,0.0,0.0,0.0,0.692
0.211,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.005,0.01,0.018,0.032,0.055,0.099,0.186,0.384,0.0,0.0,0.0,0.793
0.158,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.005,0.009,0.016,0.028,0.05,0.093,0.193,0.484,0.0,0.0,0.883
0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.006,0.01,0.017,0.033,0.068,0.169,0.645,0.0,0.954
0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.007,0.027,0.956,0.996
