,0.99,0.97,0.96,0.95,0.93,0.91,0.90,0.88,0.86,0.84,0.81,0.79,0.76,0.74,0.71,0.68,0.64,0.60,0.56,0.52,0.46,0.41,0.35,0.28,0.20,0.11,0.01,0.00
0.99,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97,1.26,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96,1.26,1.33,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95,1.26,1.33,1.4,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.93,1.26,1.33,1.4,1.47,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.91,1.26,1.33,1.4,1.47,1.56,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.90,1.26,1.33,1.4,1.47,1.56,1.65,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.88,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.86,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.84,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.81,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.79,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,2.24,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.76,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,2.24,2.4,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.74,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,2.24,2.4,2.57,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.71,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,2.24,2.4,2.57,2.76,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.68,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,2.24,2.4,2.57,2.76,2.98,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.64,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,2.24,2.4,2.57,2.76,2.98,3.22,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.60,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,2.24,2.4,2.57,2.76,2.98,3.22,3.49,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.56,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,2.24,2.4,2.57,2.76,2.98,3.22,3.49,3.8,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.52,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,2.24,2.4,2.57,2.76,2.98,3.22,3.49,3.8,4.15,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,2.24,2.4,2.57,2.76,2.98,3.22,3.49,3.8,4.15,4.56,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,2.24,2.4,2.57,2.76,2.98,3.22,3.49,3.8,4.15,4.56,5.02,5.56,0.0,0.0,0.0,0.0,0.0,0.0
0.35,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,2.24,2.4,2.57,2.76,2.98,3.22,3.49,3.8,4.15,4.56,5.02,5.56,6.19,0.0,0.0,0.0,0.0,0.0
0.28,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,2.24,2.4,2.57,2.76,2.98,3.22,3.49,3.8,4.15,4.56,5.02,5.56,6.19,6.93,0.0,0.0,0.0,0.0
0.20,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,2.24,2.4,2.57,2.76,2.98,3.22,3.49,3.8,4.15,4.56,5.02,5.56,6.19,6.93,7.82,0.0,0.0,0.0
0.11,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,2.24,2.4,2.57,2.76,2.98,3.22,3.49,3.8,4.15,4.56,5.02,5.56,6.19,6.93,7.82,8.89,0.0,0.0
0.01,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,2.24,2.4,2.57,2.76,2.98,3.22,3.49,3.8,4.15,4.56,5.02,5.56,6.19,6.93,7.82,8.89,10.2,0.0
0.00,1.26,1.33,1.4,1.47,1.56,1.65,1.74,1.85,1.97,2.1,2.24,2.4,2.57,2.76,2.98,3.22,3.49,3.8,4.15,4.56,5.02,5.56,6.19,6.93,7.82,8.89,10.2,0.89
